Repo,Owners,Rule Type,Severity,Message,Matched Files
ownersportal,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
ownersportal,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
ownersportal,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
ownersportal,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
ownersportal,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
ownersportal,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
ownersportal,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
ownersportal,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
partners,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,.eslintignore
partners,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
partners,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
partners,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
payment-auth-page,@guestyorg/okta-payday,Detect files,Error,Forbidden files detected in the project,.github/workflows/upload-translations.yml
payment-auth-page,@guestyorg/okta-payday,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
payment-auth-page,@guestyorg/okta-payday,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
payment-auth-page,@guestyorg/okta-payday,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
payment-auth-page,@guestyorg/okta-payday,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
payment-auth-page,@guestyorg/okta-payday,Require files,Warning,pnpm-lock.yaml is missing,
payment-auth-page,@guestyorg/okta-payday,Require files,Warning,pnpm-workspace.yaml is missing,
payment-auth-page,@guestyorg/okta-payday,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
payment-auth-page,@guestyorg/okta-payday,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
payment-automations-page,@guestyorg/okta-payments,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
payment-automations-page,@guestyorg/okta-payments,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
payment-automations-page,@guestyorg/okta-payments,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
payment-automations-page,@guestyorg/okta-payments,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
payment-automations-page,@guestyorg/okta-payments,Require files,Warning,pnpm-lock.yaml is missing,
payment-automations-page,@guestyorg/okta-payments,Require files,Warning,pnpm-workspace.yaml is missing,
payment-automations-page,@guestyorg/okta-payments,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
payment-automations-page,@guestyorg/okta-payments,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
payment-automations-page,@guestyorg/okta-payments,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
payment-link-page,@guestyorg/okta-payments,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
payment-link-page,@guestyorg/okta-payments,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
payment-link-page,@guestyorg/okta-payments,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
payment-link-page,@guestyorg/okta-payments,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
payment-link-page,@guestyorg/okta-payments,Require files,Warning,pnpm-lock.yaml is missing,
payment-link-page,@guestyorg/okta-payments,Require files,Warning,pnpm-workspace.yaml is missing,
payment-link-page,@guestyorg/okta-payments,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
payment-link-page,@guestyorg/okta-payments,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
payment-link-page,@guestyorg/okta-payments,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
payment-processors-page,@guestyorg/okta-payments,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
payment-processors-page,@guestyorg/okta-payments,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.json, .eslintignore"
payment-processors-page,@guestyorg/okta-payments,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
payment-processors-page,@guestyorg/okta-payments,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
payment-processors-page,@guestyorg/okta-payments,Require files,Warning,pnpm-lock.yaml is missing,
payment-processors-page,@guestyorg/okta-payments,Require files,Warning,pnpm-workspace.yaml is missing,
payment-processors-page,@guestyorg/okta-payments,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
payment-processors-page,@guestyorg/okta-payments,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
payment-processors-page,@guestyorg/okta-payments,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
payment-reports-page,@guestyorg/okta-payments,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
payment-reports-page,@guestyorg/okta-payments,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
payment-reports-page,@guestyorg/okta-payments,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
payment-reports-page,@guestyorg/okta-payments,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
payment-reports-page,@guestyorg/okta-payments,Require files,Warning,pnpm-lock.yaml is missing,
payment-reports-page,@guestyorg/okta-payments,Require files,Warning,pnpm-workspace.yaml is missing,
payment-reports-page,@guestyorg/okta-payments,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
payment-reports-page,@guestyorg/okta-payments,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
permissions-back-office-page,@guestyorg/okta-groot,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
permissions-back-office-page,@guestyorg/okta-groot,Require files,Warning,pnpm-lock.yaml is missing,
permissions-back-office-page,@guestyorg/okta-groot,Require files,Warning,pnpm-workspace.yaml is missing,
phonebook-page,@guestyorg/okta-groot,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
phonebook-page,@guestyorg/okta-groot,Require files,Warning,pnpm-lock.yaml is missing,
phonebook-page,@guestyorg/okta-groot,Require files,Warning,pnpm-workspace.yaml is missing,
profile-page-v2,@guestyorg/okta-groot,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,cypress/.eslintrc
promotions-v2,@guestyorg/okta-jarvis,Detect files,Warning,Jest is forbidden. Please migrate to Vitest,jest.config.js
promotions-v2,@guestyorg/okta-jarvis,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
promotions-v2,@guestyorg/okta-jarvis,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
promotions-v2,@guestyorg/okta-jarvis,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
promotions-v2,@guestyorg/okta-jarvis,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
promotions-v2,@guestyorg/okta-jarvis,Require files,Warning,pnpm-lock.yaml is missing,
promotions-v2,@guestyorg/okta-jarvis,Require files,Warning,pnpm-workspace.yaml is missing,
promotions-v2,@guestyorg/okta-jarvis,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
promotions-v2,@guestyorg/okta-jarvis,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
promotions-v2,@guestyorg/okta-jarvis,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Detect files,Warning,Jest is forbidden. Please migrate to Vitest,jest.config.js
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.js
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,"cypress/.eslintrc, .eslintrc.js, .eslintignore"
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Require files,Warning,pnpm-lock.yaml is missing,
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Require files,Warning,pnpm-workspace.yaml is missing,
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
property-page,"@guestyorg/biz-enterprise
@guestyorg/jarvis
@guestyorg/okta-airbook
@guestyorg/okta-chronos
@guestyorg/okta-communication
@guestyorg/oxp
@guestyorg/sketch",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
property-reports-page,@guestyorg/property-team,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
property-reports-page,@guestyorg/property-team,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
property-reports-page,@guestyorg/property-team,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
property-reports-page,@guestyorg/property-team,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
property-reports-page,@guestyorg/property-team,Require files,Warning,pnpm-lock.yaml is missing,
property-reports-page,@guestyorg/property-team,Require files,Warning,pnpm-workspace.yaml is missing,
property-reports-page,@guestyorg/property-team,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
property-reports-page,@guestyorg/property-team,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
property-reports-page,@guestyorg/property-team,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
rate-plans-ui,@guestyorg/okta-jarvis,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
rate-plans-ui,@guestyorg/okta-jarvis,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
rate-plans-ui,@guestyorg/okta-jarvis,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
rate-plans-ui,@guestyorg/okta-jarvis,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
rate-plans-ui,@guestyorg/okta-jarvis,Require files,Warning,pnpm-lock.yaml is missing,
rate-plans-ui,@guestyorg/okta-jarvis,Require files,Warning,pnpm-workspace.yaml is missing,
rate-plans-ui,@guestyorg/okta-jarvis,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
rate-plans-ui,@guestyorg/okta-jarvis,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
rate-plans-ui,@guestyorg/okta-jarvis,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
recommendations-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
recommendations-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
recommendations-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
recommendations-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
recommendations-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
reports-agent-widget,@guestyorg/okta-cortex,Detect files,Warning,Jest is forbidden. Please migrate to Vitest,jest.config.js
reports-agent-widget,@guestyorg/okta-cortex,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
reports-agent-widget,@guestyorg/okta-cortex,Require files,Warning,pnpm-lock.yaml is missing,
reports-agent-widget,@guestyorg/okta-cortex,Require files,Warning,pnpm-workspace.yaml is missing,
reservation-page-financials,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
reservation-page-financials,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
reservation-page-financials,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
reservation-page-financials,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
reservation-page-financials,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
reservation-page-financials,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
reservation-page-financials,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
reservation-page-financials,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
reservation-page-financials,@guestyorg/biz-enterprise,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
reservation-page-v2,"@guestyorg/biz-enterprise
@guestyorg/okta-payments
@guestyorg/team_journey",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
reservation-page-v2,"@guestyorg/biz-enterprise
@guestyorg/okta-payments
@guestyorg/team_journey",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
reservation-page-v2,"@guestyorg/biz-enterprise
@guestyorg/okta-payments
@guestyorg/team_journey",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
reservation-page-v2,"@guestyorg/biz-enterprise
@guestyorg/okta-payments
@guestyorg/team_journey",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
reservation-page-v2,"@guestyorg/biz-enterprise
@guestyorg/okta-payments
@guestyorg/team_journey",Require files,Warning,pnpm-lock.yaml is missing,
reservation-page-v2,"@guestyorg/biz-enterprise
@guestyorg/okta-payments
@guestyorg/team_journey",Require files,Warning,pnpm-workspace.yaml is missing,
reservation-page-v2,"@guestyorg/biz-enterprise
@guestyorg/okta-payments
@guestyorg/team_journey",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
reservation-page-v2,"@guestyorg/biz-enterprise
@guestyorg/okta-payments
@guestyorg/team_journey",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
reservation-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/blitz
@guestyorg/okta-reservo
@guestyorg/okta-starlite
@guestyorg/oxp
@guestyorg/sketch",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
reservation-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/blitz
@guestyorg/okta-reservo
@guestyorg/okta-starlite
@guestyorg/oxp
@guestyorg/sketch",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
reservation-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/blitz
@guestyorg/okta-reservo
@guestyorg/okta-starlite
@guestyorg/oxp
@guestyorg/sketch",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
reservation-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/blitz
@guestyorg/okta-reservo
@guestyorg/okta-starlite
@guestyorg/oxp
@guestyorg/sketch",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
reservation-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/blitz
@guestyorg/okta-reservo
@guestyorg/okta-starlite
@guestyorg/oxp
@guestyorg/sketch",Require files,Warning,pnpm-lock.yaml is missing,
reservation-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/blitz
@guestyorg/okta-reservo
@guestyorg/okta-starlite
@guestyorg/oxp
@guestyorg/sketch",Require files,Warning,pnpm-workspace.yaml is missing,
reservation-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/blitz
@guestyorg/okta-reservo
@guestyorg/okta-starlite
@guestyorg/oxp
@guestyorg/sketch",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
reservation-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/blitz
@guestyorg/okta-reservo
@guestyorg/okta-starlite
@guestyorg/oxp
@guestyorg/sketch",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
reservation-payments-page,@guestyorg/okta-payments,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
reservation-payments-page,@guestyorg/okta-payments,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
reservation-payments-page,@guestyorg/okta-payments,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
reservation-payments-page,@guestyorg/okta-payments,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
reservation-payments-page,@guestyorg/okta-payments,Require files,Warning,pnpm-lock.yaml is missing,
reservation-payments-page,@guestyorg/okta-payments,Require files,Warning,pnpm-workspace.yaml is missing,
reservation-payments-page,@guestyorg/okta-payments,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
reservation-payments-page,@guestyorg/okta-payments,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
reservation-report-page-v2,@guestyorg/okta-reservo,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
reservation-report-page-v2,@guestyorg/okta-reservo,Require files,Warning,pnpm-lock.yaml is missing,
reservation-report-page-v2,@guestyorg/okta-reservo,Require files,Warning,pnpm-workspace.yaml is missing,
reservation-report-page-v2,@guestyorg/okta-reservo,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
reservation-report-page,@guestyorg/okta-reservo,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
reservation-report-page,@guestyorg/okta-reservo,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
reservation-report-page,@guestyorg/okta-reservo,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
reservation-report-page,@guestyorg/okta-reservo,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
reservation-report-page,@guestyorg/okta-reservo,Require files,Warning,pnpm-lock.yaml is missing,
reservation-report-page,@guestyorg/okta-reservo,Require files,Warning,pnpm-workspace.yaml is missing,
reservation-report-page,@guestyorg/okta-reservo,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
reservation-report-page,@guestyorg/okta-reservo,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
reservation-report-page,@guestyorg/okta-reservo,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
reservation-widget,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-airbook
@guestyorg/okta-sketch
@guestyorg/okta-unicorn
@guestyorg/oxp
@guestyorg/team_journey
@guestyorg/unicorn",Detect files,Warning,Babel is not recommended. Please migrate to Orbis,.babelrc.js
reservation-widget,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-airbook
@guestyorg/okta-sketch
@guestyorg/okta-unicorn
@guestyorg/oxp
@guestyorg/team_journey
@guestyorg/unicorn",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc
reservation-widget,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-airbook
@guestyorg/okta-sketch
@guestyorg/okta-unicorn
@guestyorg/oxp
@guestyorg/team_journey
@guestyorg/unicorn",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
reservation-widget,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-airbook
@guestyorg/okta-sketch
@guestyorg/okta-unicorn
@guestyorg/oxp
@guestyorg/team_journey
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
reservation-widget,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-airbook
@guestyorg/okta-sketch
@guestyorg/okta-unicorn
@guestyorg/oxp
@guestyorg/team_journey
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
reservation-widget,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-airbook
@guestyorg/okta-sketch
@guestyorg/okta-unicorn
@guestyorg/oxp
@guestyorg/team_journey
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
reservation-widget,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-airbook
@guestyorg/okta-sketch
@guestyorg/okta-unicorn
@guestyorg/oxp
@guestyorg/team_journey
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
reservation-widget,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-airbook
@guestyorg/okta-sketch
@guestyorg/okta-unicorn
@guestyorg/oxp
@guestyorg/team_journey
@guestyorg/unicorn",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
reservation-widget,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-airbook
@guestyorg/okta-sketch
@guestyorg/okta-unicorn
@guestyorg/oxp
@guestyorg/team_journey
@guestyorg/unicorn",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
saved-replies-page,@guestyorg/okta-communication,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
saved-replies-page,@guestyorg/okta-communication,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
saved-replies-page,@guestyorg/okta-communication,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
saved-replies-page,@guestyorg/okta-communication,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
saved-replies-page,@guestyorg/okta-communication,Require files,Warning,pnpm-lock.yaml is missing,
saved-replies-page,@guestyorg/okta-communication,Require files,Warning,pnpm-workspace.yaml is missing,
saved-replies-page,@guestyorg/okta-communication,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
saved-replies-page,@guestyorg/okta-communication,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
saved-replies-page,@guestyorg/okta-communication,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Detect files,Error,Forbidden files detected in the project,.github/workflows/upload-translations.yml
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Detect files,Warning,Jest is forbidden. Please migrate to Vitest,jest.config.js
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Detect files,Warning,Babel is not recommended. Please migrate to Orbis,babel.config.js
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Require files,Error,.nvmrc is missing,
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Require files,Warning,pnpm-lock.yaml is missing,
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Require files,Warning,pnpm-workspace.yaml is missing,
