Account ID,Account Name,Segment,Package,CSM,Interview Date,Active today,Amenity gap detector,Calendar conflict detector,Check-in readiness,Commitment keeper,Daily task coverage board,Inquiry expiry manager,Maintenance tracker,Reservation duplicate detector,Reservation handoff brief,Reservation readiness surfacer,Review to task dispatcher,Risky reservation detector,Stay status reconciler,Team access review,Translation gap filler,Weekly Operation Brief,Negative review challenger,Review response drafter,Saved replies optimizer,Checkout balance collection,Fee configuration detector,Security deposit extender,Tax Configuration Audit,Unpaid reservation tracker,Advance deposit checker,Monthly cancelled reservations,Owner payment details collector,Airbnb quality detector,# Active
667eee524bd396ee968c2e10,Paradise Coast Vacations LLC,Mid-Market,pro,,,true,V,,V,,,,,,,,,,,,,,,,,,,,,,V,,,,3
69a1eaf9f879ec73b0757752,Iron Horse Property Management,Mid-Market,pro,,,true,,V,,,,,,,,,,,,,,,,,,,,,,,V,V,,,3
630c144076877b0034570fe8,Nashville Vacation Homes,SMB,pro,,,true,,,,,,,,,,,,,,,,,V,V,,,,,,,,,,,2
69fe47335345bf1c5c6bc4e5,Casiola Four Corners,SMB,pro,,,true,,,V,V,,V,,,,,,,,,,,V,V,V,,,,,,,,,,6
697d08cb663b9035ac4ca73a,Mountain Air Cabins and Real Estate,Mid-Market,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,,V,V,V,V,,,V,,23
65a667e4b9e4d7d58c549b97,CiCoSolutions Limited,Mid-Market,pro,,,true,,V,OFF,,,,,,,,,,,V,,V,,,,,,,,,V,V,,,5
679c2c88f6fab777ee05be5c,PMI Coastal GA,Mid-Market,pro,,,true,,,,V,,V,,V,,,,,,,,,V,V,V,,,,,V,,,,,7
69fe1fdc24db941f82ebffa7,"Next Level Host, LLC",Mid-Market,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,,V,,V,V,,V,V,,23
677364cf309e10ff8a2b7823,stay albatross,Mid-Market,pro,,,true,V,V,V,,,,,,,,,V,,,,V,V,,,,,,,V,V,,,,8
6982112b53b1f96a082bd86a,STL Stays,Mid-Market,pro,,,true,V,V,V,V,V,V,,V,,,V,,,V,V,,V,V,V,,,V,,V,V,,V,,17
64d55cb7ce67eb04531a85a4,"Travel Luxe Vacation Rental Management, LLC",Mid-Market,pro,,,true,V,,OFF,V,V,V,V,,,,,V,,,V,V,,,V,,,V,,V,,,,,11
69f38857e330761c405c9473,cream one s.r.o.,SMB,pro,,,true,,V,,,,,,,,,,,,V,,V,,,,,,,,V,,,V,,5
6536e701dc41f79f2ebae0fb,"What matters, we host.",Mid-Market,pro,,,true,V,V,,,V,,,V,,,,V,,,,,V,,V,,,,V,,,,,,8
68f72d1b669647d6ff17de0a,Laydo Lodges,SMB,pro,,,true,,,V,,V,,,,,,,,,,,,,,,,,,,,,,,,2
6824de7a9bf7f8c07ec23e87,The Penthouse at Grand Plaza,Mid-Market,pro,,,true,,,,,,,,,,,,V,,,,V,,,,,,,,,,,,,2
699699720e798385617b4d65,Whistler Breaks Vacation Rentals Ltd,Mid-Market,pro,,,true,,,,,V,,,V,,,,,,,,,,,,,,,V,V,V,V,,,6
68dc0ec1ea1895d9005ea5b5,Jaco Homes,Mid-Market,pro,,,true,,,,,,V,,V,,,,,,V,,V,V,V,V,,,,,,,,,,7
697cf07e97c71aa6720b0e9b,Asesoria e Inversiones Riverso Andes SPA,Mid-Market,pro,,,true,V,,,,,,,,,,,,,,,,,,,,V,,,,,,,,2
691d1c4f480d366aee7b7923,Midway Vacations,SME,pro,,,true,V,V,OFF,V,,V,,V,,,V,V,,,,V,V,V,V,,,,,V,,V,,,13
69f399e1a36ffdd1068688cc,Blue Puffin Stays LTD,Mid-Market,pro,,,true,V,,,V,,,,V,,,,V,,,V,V,V,,,,V,,,,,,,,8
68f6332c669647d6ff17ddb7,DoCo Vacations,SME,pro,,,true,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,1
5d0ad220923bcf001fbf0f27,goldnest,SME,pro,,,true,V,V,,V,,V,,V,V,,,V,V,V,,V,V,V,,,,V,V,V,,,,,15
668416f75cf364d3f1d4fc02,La Loge du Bassin,SMB,pro,,,true,,,,,,,,,,,,V,,,,,,,,,,,,V,V,V,,,4
68f7babc669647d6ff17de31,david@alpinerp.com,SMB,pro,,,true,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,1
66d740a1580ac4aef92cd393,Boutique Mexico Villas,SMB,pro,,,true,,V,,V,,,,V,,,V,V,,,,,,V,V,,,,,,,,,,7
64139ff3c65440002b13309c,openroadstays,Mid-Market,pro,,,true,,,,V,V,,,,V,,,V,,,,V,V,V,V,,V,,V,,,,,,10
5ace5614361a370024403cf2,Victor Feria,Mid-Market,pro,,,true,,,,V,,,,,,,,V,,,,,V,V,V,,,,,,,,,,5
68502ae069052da60a37bb35,PMI Grand Partners,SMB,pro,,,true,,,OFF,V,,,,,,,,V,,,,,V,V,V,,V,,V,V,V,V,V,,11
697b6d7018d47177e4626409,360 Suítes,Enterprise,enterprise,,,true,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5ca75ba6e2a6e700216d3ef2,Seven Living,Mid-Market,pro,,,true,V,,OFF,OFF,V,,V,,V,,,V,,,,V,V,,V,,,,,V,,,,,9
696e041db558d35d8ff05dbb,Chimento Properties,SMB,pro,,,true,V,V,V,,,V,,,,,V,V,,V,V,V,V,V,V,,,,,,,V,,,13
685c51f8b12c774daba24d86,Mi.Re Project LLC,Mid-Market,pro,,,true,,,,V,,V,,,,,,,,,,,V,V,V,,,,,,,,,,5
6728b004be4aa729794a58b4,Homeprime,Enterprise,enterprise,,,true,,V,,V,,,,,,,,V,,,,,V,,,,,,,,,V,,,5
5d652541b6dd0d0022186a5a,TWO KEENS,Mid-Market,pro,,,true,V,,V,V,V,V,V,,,,V,,V,V,V,V,V,V,V,,V,,,,,V,,,16
686df480848cfe372d8d3444,T R P S VACATION HOMES RENTAL CO. L.L.C,Mid-Market,pro,,,true,,,,,,,,,,,,V,,V,,,,,,,,,,,V,,,,3
68409606f3014ca4db02ba03,Apex Experience,SMB,pro,,,true,V,,,V,,,,,,,,,,,V,V,V,V,V,,,,,,,,,,7
5e5943189deedf002d55fa23,Kim Herrlein,Mid-Market,pro,,,true,,,V,V,V,V,V,,,,V,,,,,,,,,,,V,,,,,,,7
649b55e80e74c200484af7e9,Calibrate Estates LLC,Mid-Market,pro,,,true,V,,V,V,,V,V,,,,,,,V,,V,,,,,,,,,,,,,7
6807edbdabdb443652813879,CaymanVacation.com Inc.,SME,pro,,,true,V,V,V,V,V,,V,V,V,,V,V,,,,V,,,V,,V,,,V,V,V,,,16
6362ae0ca530a300606728c4,Carolina Palm Vacations,SME,pro,,,true,,V,,V,,,,,V,,,,,,,,,,,,,,,,,,,,3
5bdb0bb50176f0003e48d8bb,Angel Host Inc,Enterprise,enterprise,,,true,,V,OFF,,,V,V,,V,,V,,,,,,V,V,V,,,,,V,,,,,9
68bf98615ae37cf73089f9b7,Visit Vail By Esquiar LLC,Mid-Market,pro,,,true,V,V,,V,V,,,,,,,,,,,,,V,,,V,,V,V,V,,V,,10
68da7920455d7fda43611996,Juan Martin Starobinsky,SMB,pro,,,true,V,,OFF,V,,,,,V,,,V,,,V,V,V,,V,,,,,,,,,,8
6859df8e8e18aabad83b38e6,Newport Beach Vacation Properties,SME,pro,,,true,,,,,,,,,,,,V,,,,,V,V,,,,,V,V,,V,,,6
6602f6870e127ba484a75426,Las Clementinas Hospitality,SMB,pro,,,true,,,,,,,,,V,,,V,,,,,,,,,,,,V,V,,,,4
6681e8581d4f0cc576fdd0b6,Punto Paz Rentals,SMB,pro,,,true,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,1
679bac6985f74b5fe968cf22,Hosted by Sleepover Ltd,SMB,pro,,,true,,,,,,,,,,,,V,,,,V,V,V,,,,,,V,,,V,,6
6737c1df54b397d19ec27003,Auszeit Apartments,Mid-Market,pro,,,true,,,,,,,,,,,V,V,,,,,,,,,,,,,,,,,2
68a4bfc198a490922e9193f4,B-Infiniti Villas & Homes,Mid-Market,pro,,,true,,,V,V,,,V,,V,,V,,,,,V,V,V,V,,V,,,V,,,,,11
6924eaa051ad620fe8272dea,TriPower Vacation Rentals,SME,pro,,,false,,,,,,,,,,,,,,,,,,,,,OFF,,,,,,,,0
68aed999c3307ffd38a1c27c,MIT Vacation Rentals,SMB,pro,,,true,V,,,,,,V,,,,V,V,,,,V,V,V,V,,,,,V,,,,,9
691f524a51ad620fe8272c90,Flex Immobilier,Mid-Market,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,,V,V,V,V,V,,,,,,,,,,17
68a2b19a05a59cdc4ff30418,"TAMON CAPITAL GROUP, LLC",SMB,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,,V,V,V,V,,,V,,23
6760632b8273ca1f01cfdf58,PMI Metro Lakes,Mid-Market,pro,,,true,V,V,V,V,V,V,V,,V,,V,V,V,,V,V,V,V,V,,V,V,V,V,V,V,,,22
67b60a1a5e080b23fd369971,Property Management Brickell,SMB,pro,,,true,,,,,,,,,,,,,,,,,V,V,V,,,,,,,,,,3
637e8a64b8e6e50030a658b7,trey@modernvrm.com,Mid-Market,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,,,V,V,V,V,,V,,V,V,V,V,V,,22
68ae49d7c3307ffd38a1c25c,Penthouse 9 Corporation,Mid-Market,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,,,24
667e7783b9fa45b28b1add33,Marone Management Kft.,Mid-Market,pro,,,true,V,V,,,,,,,,,V,,,,,V,V,,V,,,,,,,,,,6
67ab1db45e080b23fd369637,Maria Jose Perez,SMB,pro,,,true,,,V,,,,V,,V,,,V,,,,,,,,,,,,V,,,,,5
6a29bb58b474dc31355a117c,Hive Holiday Homes,SME,pro,,,true,V,V,V,V,V,V,V,,,,,,,,,,V,V,V,,V,,,,,,V,,12
60129a280d6c74003082c75c,QF Living Ltd.,Mid-Market,pro,,,true,,V,,V,,V,V,,,,,V,,,V,,V,V,,,,,,V,,,,,9
622728f1e729f7003530a929,Equity Residences,Mid-Market,pro,,,true,,,V,,,,,,,,,,,,,,,,,,,,,V,,,,,2
686fb07b6376a7987b6c1618,SONN'IDYLL Retreats e.G.,SMB,pro,,,true,,V,V,,,V,,,,,,,,,V,,OFF,OFF,OFF,,,,,V,,,,,5
68b07ca02302dce34a4ade51,ANANA HOMES,SMB,pro,,,true,,,,,,,,,,,,V,,,,,,,,,,,,OFF,,,,,1
63d7edf439e935004cc1d253,Stars Vacation Homes,SME,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,,V,,V,V,V,V,V,,24
5c239af5aff3ee0028284d7d,Neat Suites,SME,pro,,,true,,,,V,,,,,V,,,V,,,,,V,V,V,,V,,V,,,,,,8
6542c4e210675435b7246225,Bungalow Solutions LLC,SME,pro,,,true,OFF,V,OFF,V,OFF,OFF,,,OFF,,V,OFF,,,V,OFF,V,V,V,,OFF,,,OFF,OFF,OFF,,,7
6512ec7058d8d49adbb30b06,Going Coastal Property Management,SME,pro,,,true,,,OFF,,,,,,,,,,,,,,V,,,,,,,,V,V,,,3
60b4ed00a32033002e44e4e2,RSB Living / Management,Mid-Market,pro,Alexandra Laframboise,,true,,V,V,V,V,V,V,,V,,V,V,V,V,V,V,V,V,,,,V,,V,,,,,17
5d5c49b7ef0315001f6ee607,Portoro Homes,Enterprise,enterprise,,,true,,V,V,V,,V,,V,V,,V,V,,,,,V,V,,,,,V,V,V,V,,,14
652fda962c12214e3195d48a,Nook Stays,Mid-Market,pro,,,true,,,,,,,V,V,,,,V,,,,,,,,,,,,,,,,,3
6033f7b0ae5e6f002fd51303,Hallson Hospitality Co.,SME,pro,,,true,,,,,,,,,,,,,,,,,,,,,,,,V,,V,,,2
675577572b8de62488c9fb72,Luxstay,Mid-Market,pro,,,true,V,,V,,,V,,V,V,,,V,V,V,V,V,V,V,V,,,V,V,V,,,V,,17
5f3a7d87949020002db896dc,Curated Property,Mid-Market,pro,,,true,V,V,,V,,V,,,,,V,V,,,,,V,V,V,,,,,V,,,,,10
69e0cac684f30b81799ba699,BMG NICE CONCIERGERIE,Mid-Market,pro,,,true,,,,,,,,,,,,,,,V,,V,,,,,,,,,,,,2
626902eb92ca6b0031a33088,Alexey Penkrat,Mid-Market,pro,,,true,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,1
67af4c9c5b4426a330040187,EnjoyApartments,Mid-Market,pro,,,true,,,V,V,,,,,,,,,,,,,,,,,,,,,,,,,2
6a270d0f4b2eed6c34919d5f,Luxury Getaways,Mid-Market,pro,,,true,V,V,V,V,V,V,,V,,,,V,,,V,V,V,V,V,,V,,V,V,,V,V,V,19
68017d44259cbcdbc6e8c5c3,Lark Mountain Properties,Mid-Market,pro,,,true,V,V,,V,,,,,,,,V,,,V,V,V,V,V,,,,V,V,,V,,,12
64c8ce07e81a04c3247ccaf8,KIPPAL,SMB,pro,,,true,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,1
69bd58ec4a4da1c92d8bc402,VOL HOSTING,SME,pro,,,true,,,V,,,,,,,,,,,,,,,,,,,,,V,,,,,2
68c99f2a467ac68da2e58296,Sea Coast Rentals,SME,pro,,,true,,,,,,,V,,,,,,V,V,,V,,,V,,V,,V,V,,V,,,9
6786c86d1e8afb8c9a78be4b,Lanui Realty,Mid-Market,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,,,,V,V,,,,,20
68b8480d5ae37cf73089f796,LOKA,SMB,pro,,,true,,,,V,,,,,,,,V,,,,,,,,,,,,,,,,,2
674c89854205b64ae791db2d,Apex Short Term Stays,SME,pro,,,true,,V,,,V,,V,,,,V,,,,,V,V,V,,,,,,V,,,,,8
678923670560667fb69d98b7,Snowbasin Vacation Rentals and Powder Mountain Vacation Rentals,Mid-Market,pro,,,true,V,,V,V,,V,,V,,,,V,,,,,V,,,,,,,V,,,,,8
66fc5dfaf36f17e56f3fe426,PMI Breck,Mid-Market,pro,,,true,V,,OFF,,,V,,,,,V,V,V,,V,V,V,V,V,,V,,,V,,V,V,,14
67698db4309e10ff8a2b748a,Easilets Limited,Mid-Market,pro,,,true,V,V,,V,,V,,,V,,,V,,V,,,V,,V,,,,,,,,,,9
67743591892a35ba99f8ca84,Fresh Start Property Management,SMB,pro,,,true,V,,V,,V,,V,,,,,,,,,V,V,,,,,,,,,,V,,7
69f17a1b4b8dbace6132d6d9,Mingo Canas,SMB,pro,,,true,V,V,V,V,,V,,V,,,,V,,,V,,V,,V,,V,V,,V,,,V,,14
691ef73751ad620fe8272c78,"El Pampero Investimentos, Lda",SMB,pro,,,true,,,,,,,,,,,,V,,,,V,,,,,,,,V,,,,,3
696e0505b558d35d8ff05dbe,Salt & City Stays,Mid-Market,pro,,,true,V,,,V,,,,,V,,,,,,,,V,,,,,,,,,,,V,5
6811a82943c69c248b3fcb2b,WowStay,Mid-Market,pro,,,true,,,,,,V,,,,,,,,,,,,,,,,,,V,,,,,2
672a28cdbe4aa729794a5910,Stay in Iceland,SMB,pro,,,true,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,1
68d6d384455d7fda436118ca,Scenic Stays,Enterprise,enterprise,,,true,V,V,OFF,V,,OFF,,V,,,,V,,,V,,V,,,,V,,,V,V,V,,,11
644296ae8062130039e4a8f9,Virtual Homes Realty,Mid-Market,pro,,,true,V,V,V,V,V,V,V,V,,,V,V,,,V,V,V,V,V,,V,,,V,,V,,,18
655346f4ac25e87d1056b160,Stay Homy,Mid-Market,pro,,,true,,,OFF,,,,,,,,,V,,V,V,V,V,,,,,,,,,,,,5
698643d7c43dd1a712877d97,Wilder Waters Vacation Rental Management Inc,Mid-Market,pro,,,true,V,V,V,,V,,V,,,,,,,,,V,,V,,,,,,,,,,,7
67f01c8f48a9aa094fae1a6a,William Andrade,SMB,pro,,,true,V,V,V,V,V,,V,,V,,V,V,V,,,V,V,V,V,V,V,V,V,V,V,V,V,V,23
694ad57b5746ac96c0eb4e07,Residentas PT,Mid-Market,pro,,,true,,,,,,,,,,,,,,,V,,V,V,V,,,,,V,,,,,5
5d6d5ce1229c8c0020c217ae,Horseshoe Bay Living,SME,pro,Cameron Gray,,true,V,,,V,,,,,,V,V,V,,,,V,V,,,,,,V,,,,,,8
65e11cec79b43b53e1af5c81,Synergy Rental Group,Mid-Market,pro,,,true,,,,,,,,,,,,,V,,,,,,,,V,,,,,,,,2
6994ba6006158b9341e7e0a2,Marisol & Co. Hospitality Group,Mid-Market,pro,,,true,,,,,,,V,,,,,,,,,,V,V,,,,,V,,,,V,,5
664cd7b17ece3a46c68c5b09,Bee Cave Mgmt LLC,Mid-Market,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,V,,V,V,V,V,,V,V,V,V,V,V,V,,24
69cc4d66a9f6b32e370fe8f5,GEKO S.A.C.,Mid-Market,pro,,,true,V,,,,,,,,,,,,,,,,,,V,,,,,,,,,,2
662c7b0c713d3ca356f497cb,Freedom Vacation Rentals,Mid-Market,pro,,,true,,V,OFF,V,V,,V,V,V,,,,,V,V,V,V,V,V,,,,,V,V,,,,14
6691731ff6abdb39ff57bbc6,DreamStay Vacation Rentals,Mid-Market,pro,,,true,V,V,,V,V,V,V,V,,,,V,,V,,,V,V,,,,,,,,V,,,12
6361401a09cd6a004c376443,APEK Rentals,Enterprise,pro,,,true,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,,25
633ce6133627590032806db7,Premier Vacation Stays,Mid-Market,pro,,,true,,,,,,V,,V,,,,V,V,,,V,V,V,,,,,V,,,,,,8
67b793cf40e1ed4a6dae237e,South Padre Island Trips,Mid-Market,pro,,,true,V,V,V,V,V,,,V,,,,V,,V,V,V,V,,,,V,,,V,V,,,V,15
675088ce3780f3a8abe636d7,SMART HOST VACATION HOME RENTAL L.L.C.,Mid-Market,pro,,,true,,,,,,,,,,,,,,,,,,,,,,,V,V,V,,,,3
6639b053af65b5a61d2cec4c,Clifton Partners Property,Mid-Market,pro,,,true,V,,OFF,V,V,V,,V,V,,V,V,,V,V,V,V,V,V,V,,V,V,V,,,V,V,20
66d07cd5f48715e4ecea2688,Vivendos Homes SL,SMB,pro,,,true,V,V,,,,,,V,,,V,V,,V,,,V,V,V,,,,,,,,,V,10
693fe0317e1715aa98c354f6,Ilic Corporation,SMB,pro,,,true,V,V,,,,,,,,,,V,,,,,V,,,,,,,,,,,V,5
68cbee25467ac68da2e582a7,Nordic Guest AB,SMB,pro,,,true,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,1
69e250520f8cce78dc112886,Vacant Nests,Mid-Market,pro,,,true,,,,,,,,,,,,,,,,V,V,,,,,,,V,,,,V,4
63f77f4e7e251b0030c1464a,Cloud9,Mid-Market,pro,,,true,V,V,V,V,,V,,,,,,V,,V,V,V,V,V,V,,V,V,,,,V,,V,16
68dbf54b455d7fda43611a1a,Golden Isles Retreats,Mid-Market,pro,,,true,,,,V,,V,,,,,,V,,,,V,V,V,V,,,,V,V,,,,V,10
65351c644892a1c2b05f9e34,AIR MGMT,SME,pro,Benjamin Lockard,,true,V,V,,V,,V,V,,,,V,V,V,,,V,V,V,,,,,,V,,,,V,13
6840ab56ca0d576ff1aa1e3a,UAB Domillion,Mid-Market,pro,,,true,,,,,,,,,,,,,,,V,V,,,,,,,,V,,,,,3
65fbdfd0d916089814834489,Praia Villas,Mid-Market,pro,,,true,,V,,,,,,,,,,,,,,,,,,,,,,,,,,V,2
660583ed73200f683ecf3134,OutpostX,Mid-Market,pro,,,true,,V,V,V,,,,,,,,,V,,V,V,,,,,,,,V,,,,,7
685065549bf7f8c07ec24d1f,Coast to Coast Connections,SMB,pro,,,true,,V,V,V,V,V,V,,V,,V,V,,,V,V,V,V,,V,,,V,V,V,V,V,V,20
6893952b8fa2976c485f6a35,Full Circle Property,SMB,pro,,,true,V,,OFF,V,,,,,V,,,,,,,V,V,V,,V,,,V,V,,,V,V,11
6862ebb9b12c774daba25021,Royal Vista Vacations Homes Co. LLC,Mid-Market,pro,,,true,,,V,V,,,,,,,,,,,,,,,,,,,,,,,,,2
68890ecea14c863e5df1290d,KSN Real Estate,SMB,pro,,,true,V,V,V,V,,,,V,V,,,,,V,,,V,V,V,V,V,,,V,V,,V,V,16
6862e08eb12c774daba2501a,LS Living Solutions GmbH,SMB,pro,Mattia Peressini,,true,V,,V,V,,V,,,,V,,V,,,V,,V,V,,,,,,V,,,,V,11
6350a5240e693e0030bf2c4e,Peachy Properties,Mid-Market,pro,,,true,,,,V,,,,,,,,V,,,,,V,,V,,,V,,,,V,,V,7
66885058f6abdb39ff57b9a9,Nestoria Estates Inc.,Mid-Market,pro,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,1
62b337033513aa00347a2410,Jeff Nisius,Mid-Market,pro,,,true,V,V,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,V,V,V,V,,V,,V,24
668f4d5b3a1924cbf20ceb9b,NextGen Furnished Rentals LLC,Mid-Market,pro,Francine Boateng,,true,V,,,V,,V,V,V,V,,V,V,,,,V,V,V,V,,V,,V,,,,,V,15
63cfe630ecbfb30039426da8,Maxwell Residences,Mid-Market,pro,,,true,,,OFF,V,,,OFF,,OFF,,V,OFF,,,,V,,,,,,V,,V,,,,,5
692087d60cb25a3efd780f59,CJR Stays,SMB,pro,Austen Bernhardt,,true,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,28
693592c67e6de65e769be230,Weston Holidays,SMB,pro,Daniel Sanchez Iovane,,true,V,V,OFF,V,V,,V,,V,,V,V,,,,V,V,V,V,,,,,,,,,V,13
67d362f57468c0a23a0281f5,Stay Portland,SME,pro,,,true,V,,,V,,,,,,,,,,,,,V,V,,,,,,,,,,,4
680f840727962971e7ee00c0,Wyndale Living,SMB,pro,Courtney Trow,,true,V,,,V,,,,,V,,,V,,,V,,V,V,V,,,,,,,,,,8
654656eac66d810b8ce078ac,"Martinek Management, Inc.",Mid-Market,pro,Carlos Villarreal,,true,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,1
