Account ID,Account Name,Package,Segment,Active paying account,HQ type,Agent Category,Agent Name,Agent Active,Agent Created At,Agent Run Completed At,Agent Run Status,Agent Run Output
65c753ef2ffb9595c28f272b,Tropical Stays Cairns ,pro,SME,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:48:38 PM","Jul 22, 2026, 6:39:00 PM",FAILED,Agent execution failed
65c753ef2ffb9595c28f272b,Tropical Stays Cairns ,pro,SME,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:48:38 PM","Jul 22, 2026, 2:39:00 PM",FAILED,Agent execution failed
68fa462832feafcbded998c3,Keytoko,pro,Mid-Market,true,,OPERATIONS,Stay status reconciler,true,"Jul 22, 2026, 1:48:42 PM","Jul 22, 2026, 6:40:10 PM",DONE,Marked 35 arrived guests checked-in; 4 reservations were already consistent.
65c753ef2ffb9595c28f272b,Tropical Stays Cairns ,pro,SME,true,,OPERATIONS,Review to task dispatcher,true,"Jul 22, 2026, 1:49:00 PM","Jul 22, 2026, 11:39:01 PM",DONE,No bad reviews in the last 24 hours; no maintenance action needed.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:49:04 PM","Jul 22, 2026, 10:39:24 PM",DONE,Scanned 9 listings. No double bookings detected.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:49:04 PM","Jul 22, 2026, 6:39:13 PM",DONE,Scanned 4 listings. No double bookings detected.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:49:04 PM","Jul 22, 2026, 2:39:12 PM",DONE,"Scanned 2 listings, no double booking conflicts found."
5ffc691620b9c0002ff93757,Stephen Cummings,pro,SME,true,,COMMUNICATIONS,Negative review challenger,true,"Jul 22, 2026, 1:49:08 PM","Jul 22, 2026, 2:39:01 PM",DONE,No eligible bad reviews in the last 24 hours; nothing to review.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 1:49:32 PM","Jul 22, 2026, 4:39:50 PM",DONE,Reviewed 8 reservations checking in within the next 24 hours; all 8 need attention.
570f72c6bf2a540e00c54b14,Coral & Coco,pro,SME,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:49:33 PM","Jul 23, 2026, 12:39:04 AM",DONE,Done 0 reviews scanned.
570f72c6bf2a540e00c54b14,Coral & Coco,pro,SME,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:49:33 PM","Jul 22, 2026, 8:39:00 PM",FAILED,Agent execution failed
570f72c6bf2a540e00c54b14,Coral & Coco,pro,SME,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:49:33 PM","Jul 22, 2026, 4:39:14 PM",FAILED,Agent execution failed
66a664c13c74563e37af53b4,Hebergia,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:50:01 PM","Jul 23, 2026, 12:39:23 AM",DONE,Done: No reviews scanned in this run.
66a664c13c74563e37af53b4,Hebergia,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:50:01 PM","Jul 22, 2026, 8:39:02 PM",FAILED,Agent execution failed
66a664c13c74563e37af53b4,Hebergia,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:50:01 PM","Jul 22, 2026, 4:39:09 PM",FAILED,Agent execution failed
66a664c13c74563e37af53b4,Hebergia,pro,Mid-Market,true,,COMMUNICATIONS,Saved replies optimizer,true,"Jul 22, 2026, 1:50:58 PM","Jul 22, 2026, 2:09:16 PM",DONE,Done **All reviewed templates look solid**: 58 listings scanned; no changes suggested.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,FINANCE,Security deposit extender,true,"Jul 22, 2026, 1:52:14 PM","Jul 22, 2026, 10:41:01 PM",DONE,0 security deposits re-held; no holds were due to expire today.
6318bd126e26ea0035538b0d,Celyn  Ganske,pro,Mid-Market,true,,OPERATIONS,Commitment keeper,true,"Jul 22, 2026, 1:52:20 PM","Jul 22, 2026, 3:39:19 PM",DONE,"```json
{
  ""short"": ""Scanned 30 reservations; 19 have open commitments, 17 notes posted and 2 could not be posted."",
  ""long"": ""Scanned 30 upcoming and in-stay reservations; 19 have promises to the g"
6318bd126e26ea0035538b0d,Celyn  Ganske,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:52:31 PM","Jul 22, 2026, 11:39:12 PM",DONE,"Scanned 0 inquiries, none required action."
6318bd126e26ea0035538b0d,Celyn  Ganske,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:52:31 PM","Jul 22, 2026, 7:39:00 PM",DONE,"Scanned 0 inquiries, no action required."
6318bd126e26ea0035538b0d,Celyn  Ganske,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:52:31 PM","Jul 22, 2026, 3:39:15 PM",DONE,No inquiries were available to process in this sweep.
6318bd126e26ea0035538b0d,Celyn  Ganske,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:52:36 PM","Jul 22, 2026, 11:39:15 PM",FAILED,Agent execution failed
6318bd126e26ea0035538b0d,Celyn  Ganske,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:52:36 PM","Jul 22, 2026, 7:39:00 PM",DONE,No double bookings detected during scan.
6318bd126e26ea0035538b0d,Celyn  Ganske,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:52:36 PM","Jul 22, 2026, 3:39:21 PM",DONE,No double bookings detected across scanned listings.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Stay status reconciler,true,"Jul 22, 2026, 1:53:13 PM","Jul 22, 2026, 6:42:51 PM",DONE,Marked 154 arrived guests checked-in across 190 scanned reservations.
6978068397c71aa6720b0c77,Aunaisin,pro,SMB,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:53:22 PM","Jul 22, 2026, 11:39:10 PM",DONE,Done No reviews to process: Scanned 0 reviews.
6978068397c71aa6720b0c77,Aunaisin,pro,SMB,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:53:22 PM","Jul 22, 2026, 7:38:59 PM",FAILED,Agent execution failed
6978068397c71aa6720b0c77,Aunaisin,pro,SMB,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:53:22 PM","Jul 22, 2026, 3:39:18 PM",FAILED,Agent execution failed
6318bd126e26ea0035538b0d,Celyn  Ganske,pro,Mid-Market,true,,OPERATIONS,Daily task coverage board,true,"Jul 22, 2026, 1:53:33 PM","Jul 22, 2026, 3:39:26 PM",DONE,Done **48-hour coverage board**: zero tasks due by July 24 at 15:38 UTC.
6318bd126e26ea0035538b0d,Celyn  Ganske,pro,Mid-Market,true,,COMMUNICATIONS,Negative review challenger,true,"Jul 22, 2026, 1:53:54 PM","Jul 22, 2026, 4:39:38 PM",FAILED,Agent execution failed
6a4c15e13be7d462fd31e891,Coralux,pro,SMB,false,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:53:57 PM","Jul 23, 2026, 12:39:19 AM",FAILED,Agent execution failed
6a4c15e13be7d462fd31e891,Coralux,pro,SMB,false,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:53:57 PM","Jul 22, 2026, 8:39:23 PM",DONE,No double bookings detected across scanned listings.
6a4c15e13be7d462fd31e891,Coralux,pro,SMB,false,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:53:57 PM","Jul 22, 2026, 4:39:15 PM",FAILED,Agent execution failed
570f72c6bf2a540e00c54b14,Coral & Coco,pro,SME,true,,OPERATIONS,Calendar block monitor,true,"Jul 22, 2026, 1:53:57 PM","Jul 22, 2026, 1:55:22 PM",DONE,Flagged 3555 calendar blocks needing review across 9263 block events.
5f1eed10be0e02002c1c0338,Yeti Home Services LLC,pro,Mid-Market,true,,COMMUNICATIONS,Negative review challenger,true,"Jul 22, 2026, 1:54:04 PM","Jul 22, 2026, 4:39:06 PM",FAILED,Agent execution failed
6a4c15e13be7d462fd31e891,Coralux,pro,SMB,false,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 1:54:09 PM","Jul 22, 2026, 10:39:15 PM",DONE,Run could not be completed; scanned count is missing. Manual review of imminent check-ins is needed.
648dc2bc5c53b8007e09e259,Henchmen Property Management,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:54:19 PM","Jul 23, 2026, 12:39:18 AM",DONE,"Scanned 1 inquiry, no action required."
648dc2bc5c53b8007e09e259,Henchmen Property Management,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:54:19 PM","Jul 22, 2026, 8:39:00 PM",DONE,"Scanned 1 inquiry, none required action."
648dc2bc5c53b8007e09e259,Henchmen Property Management,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:54:19 PM","Jul 22, 2026, 4:39:21 PM",DONE,"Scanned 1 inquiry, no action required."
6a4c15e13be7d462fd31e891,Coralux,pro,SMB,false,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:55:05 PM","Jul 23, 2026, 12:39:06 AM",FAILED,Agent execution failed
6a4c15e13be7d462fd31e891,Coralux,pro,SMB,false,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:55:05 PM","Jul 22, 2026, 8:39:08 PM",FAILED,Agent execution failed
6a4c15e13be7d462fd31e891,Coralux,pro,SMB,false,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:55:05 PM","Jul 22, 2026, 4:39:18 PM",DONE,Sweep completed with no inquiries to process.
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,OPERATIONS,Calendar block monitor,true,"Jul 22, 2026, 1:55:24 PM","Jul 22, 2026, 2:13:55 PM",DONE,"Scanned 1 block event, no issues found."
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:55:40 PM","Jul 22, 2026, 10:39:01 PM",DONE,No inquiries scanned in this sweep.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:55:40 PM","Jul 22, 2026, 6:39:03 PM",DONE,"Scanned 0 inquiries, no action needed."
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 1:55:40 PM","Jul 22, 2026, 4:39:50 PM",DONE,Today's check-in readiness run could not be completed; review any imminent check-ins manually.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:55:40 PM","Jul 22, 2026, 2:39:02 PM",DONE,Sweep completed with no inquiries to process.
5f1eed10be0e02002c1c0338,Yeti Home Services LLC,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:55:54 PM","Jul 22, 2026, 11:39:10 PM",DONE,Done No reviews scanned.
5f1eed10be0e02002c1c0338,Yeti Home Services LLC,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:55:54 PM","Jul 22, 2026, 7:39:04 PM",FAILED,Agent execution failed
5f1eed10be0e02002c1c0338,Yeti Home Services LLC,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:55:54 PM","Jul 22, 2026, 3:39:12 PM",FAILED,Agent execution failed
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:55:55 PM","Jul 22, 2026, 10:39:07 PM",DONE,Sweep completed with no inquiries to process.
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:55:55 PM","Jul 22, 2026, 6:39:02 PM",DONE,"Scanned 0 inquiries, no action needed."
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 1:55:55 PM","Jul 22, 2026, 2:39:02 PM",DONE,No inquiries were available to process in this sweep.
5f1eed10be0e02002c1c0338,Yeti Home Services LLC,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 1:56:00 PM","Jul 22, 2026, 7:39:34 PM",DONE,"Scored 14 reservations; all scored Low or Medium, no action needed."
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,OPERATIONS,Maintenance tracker,true,"Jul 22, 2026, 1:56:11 PM","Jul 22, 2026, 2:14:09 PM",DONE,Done **No maintenance tasks in the last 60 days**: 0 properties flagged.
648dc2bc5c53b8007e09e259,Henchmen Property Management,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 1:56:21 PM","Jul 22, 2026, 4:39:48 PM",DONE,"Scored 6 reservations; 1 flagged as High risk, Administration task created."
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:56:46 PM","Jul 22, 2026, 10:39:12 PM",DONE,Done: No reviews scanned in this run.
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:56:46 PM","Jul 22, 2026, 6:38:55 PM",FAILED,Agent execution failed
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:56:46 PM","Jul 22, 2026, 2:39:06 PM",FAILED,Agent execution failed
648dc2bc5c53b8007e09e259,Henchmen Property Management,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:56:48 PM","Jul 23, 2026, 12:39:02 AM",FAILED,Agent execution failed
648dc2bc5c53b8007e09e259,Henchmen Property Management,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:56:48 PM","Jul 22, 2026, 8:39:12 PM",DONE,Double booking scan completed with no conflicts found.
648dc2bc5c53b8007e09e259,Henchmen Property Management,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:56:48 PM","Jul 22, 2026, 4:39:10 PM",DONE,No double bookings were detected in this scan.
6a345a347028915b39d3ace9,Time and Home Holiday Services,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 1:57:06 PM","Jul 22, 2026, 10:39:12 PM",DONE,"Scored 3 reservations; all scored Low or Medium, no action needed."
6a2afc2381a38ee7f65f63c1,COA Properties,pro,SMB,false,,ACCOUNTING,Advance deposit checker,true,"Jul 22, 2026, 1:57:43 PM","Jul 22, 2026, 1:59:07 PM",DONE,Action needed **19 reservations with outstanding advanced deposits**: 28 scanned this period.
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,OPERATIONS,Stay status reconciler,true,"Jul 22, 2026, 1:58:19 PM","Jul 22, 2026, 6:39:27 PM",DONE,Marked 28 arrived guests checked-in; 5 reservations already consistent.
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 1:58:33 PM","Jul 22, 2026, 10:39:36 PM",DONE,"Scored 8 reservations; 1 flagged as High risk, Administration task created."
6a2afc2381a38ee7f65f63c1,COA Properties,pro,SMB,false,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:58:35 PM","Jul 23, 2026, 12:39:03 AM",FAILED,Agent execution failed
6a2afc2381a38ee7f65f63c1,COA Properties,pro,SMB,false,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:58:35 PM","Jul 22, 2026, 8:39:09 PM",FAILED,Agent execution failed
6a2afc2381a38ee7f65f63c1,COA Properties,pro,SMB,false,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 1:58:35 PM","Jul 22, 2026, 4:39:29 PM",DONE,"Scanned 2 listings, no double bookings found."
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:59:06 PM","Jul 22, 2026, 10:39:02 PM",DONE,Done: No reviews scanned.
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:59:06 PM","Jul 22, 2026, 6:39:09 PM",FAILED,Agent execution failed
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 1:59:06 PM","Jul 22, 2026, 2:39:06 PM",FAILED,Agent execution failed
6a2afc2381a38ee7f65f63c1,COA Properties,pro,SMB,false,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 1:59:38 PM","Jul 22, 2026, 4:39:44 PM",DONE,"Scored 6 reservations; 1 flagged as High risk, Administration task created."
63c524f314d7a8004162fe52,HomeVacay,pro,Mid-Market,true,,COMMUNICATIONS,Negative review challenger,true,"Jul 22, 2026, 10:05:33 PM","Jul 22, 2026, 11:38:54 PM",DONE,No eligible bad reviews in the last 24 hours; nothing to review.
5cae1cd01963d20020ac1a48,STAE-Homes,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 10:30:50 AM","Jul 22, 2026, 11:39:00 PM",DONE,No inquiries were available to scan in this sweep.
5cae1cd01963d20020ac1a48,STAE-Homes,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 10:30:50 AM","Jul 22, 2026, 7:39:03 PM",DONE,"Scanned 0 inquiries, no action required."
5cae1cd01963d20020ac1a48,STAE-Homes,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 10:30:50 AM","Jul 22, 2026, 3:39:12 PM",DONE,No inquiries were available to scan in this sweep.
5cae1cd01963d20020ac1a48,STAE-Homes,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 10:30:50 AM","Jul 22, 2026, 3:28:29 PM",DONE,"Scanned 0 inquiries, no action taken."
5cae1cd01963d20020ac1a48,STAE-Homes,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 10:30:50 AM","Jul 22, 2026, 11:39:09 AM",DONE,"Scanned 0 inquiries, no action taken."
648bca2d5c53b8007ef3a0d8,Time in a Place,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 10:58:50 PM","Jul 23, 2026, 12:38:52 AM",DONE,No double bookings detected across scanned listings.
648bca2d5c53b8007ef3a0d8,Time in a Place,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 11:00:14 PM","Jul 23, 2026, 12:38:52 AM",DONE,"Scanned 0 inquiries, no action required."
648bca2d5c53b8007ef3a0d8,Time in a Place,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 11:01:25 PM","Jul 23, 2026, 12:38:52 AM",DONE,Done No reviews scanned.
648bca2d5c53b8007ef3a0d8,Time in a Place,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 11:01:39 PM","Jul 23, 2026, 12:39:24 AM",DONE,"Scored 6 reservations; 1 flagged as High risk, Administration task created."
678863dc1e8afb8c9a78bfaf,Palm Vista Vacations,pro,SMB,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 11:18:32 PM","Jul 23, 2026, 12:38:53 AM",DONE,"Scanned 1 inquiry, none required action."
678863dc1e8afb8c9a78bfaf,Palm Vista Vacations,pro,SMB,true,,FINANCE,Unpaid reservation tracker,true,"Jul 22, 2026, 11:19:24 PM","Jul 22, 2026, 11:20:15 PM",DONE,"Action needed 3 reservations flagged with $7,482.63 underpaid: Scanned 8 reservations; review before month-end close."
699f638f6de897de78fd3666,VueStay - Delaware,pro,Enterprise,true,hq_child,OPERATIONS,Stay status reconciler,true,"Jul 22, 2026, 11:23:41 PM","Jul 23, 2026, 12:38:52 AM",FAILED,Agent run failed
699f62c76de897de78fd3665,VueStay - Maryland,enterprise,Enterprise,true,hq_child,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 11:25:05 PM","Jul 23, 2026, 12:39:24 AM",DONE,All 27 listings scanned. No double bookings detected.
699f62c76de897de78fd3665,VueStay - Maryland,enterprise,Enterprise,true,hq_child,OPERATIONS,Stay status reconciler,true,"Jul 22, 2026, 11:26:00 PM","Jul 23, 2026, 12:48:42 AM",FAILED,Agent execution failed
699f62c76de897de78fd3665,VueStay - Maryland,enterprise,Enterprise,true,hq_child,FINANCE,Unpaid reservation tracker,true,"Jul 22, 2026, 11:26:11 PM","Jul 23, 2026, 12:02:00 AM",FAILED,Agent run failed
699f62c76de897de78fd3665,VueStay - Maryland,enterprise,Enterprise,true,hq_child,FINANCE,Unpaid reservation tracker,true,"Jul 22, 2026, 11:26:11 PM","Jul 22, 2026, 11:33:44 PM",FAILED,Agent run failed
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:00:17 PM","Jul 22, 2026, 10:39:12 PM",DONE,No double bookings detected across scanned listings.
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:00:17 PM","Jul 22, 2026, 6:39:35 PM",DONE,Scanned 4 listings; no double bookings detected.
